"AnnoRilevamento";"DenominazioneAtl";"Provincia";"Comune";"Cap";"AltitudineComune";"DenominazioneStruttura";"Indirizzo";"NroCivico";"AltitudineStruttura";"Telefono";"Fax";"EMail";"SitoWeb";"Qualifica";"MarchiDiQualitecolabelEuropeo";"AccessoAllaStrutturaubicazionecitt";"AccessoAllaStrutturafuoriCitt";"DistanzetempoAPiediPerRaggiungereIlParcheggio";"DistanzeparcheggioEsternoM";"DistanzeimpRisalitaM";"DistanzestazioneFerroviariaKm";"DistanzecomuneStazioneFerroviaria";"DistanzenomeStazioneFerroviaria";"DistanzecaselloAutostradaKm";"Distanzeautostrada";"Distanzecasello";"DistanzeaereoportoKm";"Distanzeaereoporto";"AccessibilitDiversamenteAbiliidoneitDivAbili";"AccessibilitDiversamenteAbilinrCamereConBagno";"AccessibilitDiversamenteAbilinrPostiAuto";"AccessibilitDiversamenteAbilinrServiziIgenici";"AccessibilitDiversamenteAbilinrDocceCalde";"LingueParlateinglese";"LingueParlatefrancese";"LingueParlatetedesco";"LingueParlatespagnolo";"LingueParlateportoghese";"CapacitRicettivacamereDaLetto";"CapacitRicettivacamerate";"CapacitRicettivabagni";"CapacitRicettivapostiLetto";"CapacitRicettivawc";"CapacitRicettivalavabi";"CapacitRicettivadocce";"AltreCaratteristicheEServiziospitalitaccetGruppi";"AltreCaratteristicheEServizistudenti";"AltreCaratteristicheEServizianimaliDomesticinonAmmessi";"AltreCaratteristicheEServiziammAlGuinzaglio";"AnnoPrezzi";"PrezziGiornalieriPerCamerastagioneUnicasingolaMin";"PrezziGiornalieriPerCamerasingolaMax";"PrezziGiornalieriPerCameradoppiaMin";"PrezziGiornalieriPerCameradoppiaMax";"PrezziGiornalieriPerCameratriplaMin";"PrezziGiornalieriPerCameratriplaMax";"PrezziGiornalieriPerCamera4LettiMin";"PrezziGiornalieriPerCamera4LettiMax";"PrezziGiornalieriPerPersonastagioneUnicacamerateMin";"PrezziGiornalieriPerPersonacamerateMax";"PrezziGiornalieriPerPersonamezzaPensioneMin";"PrezziGiornalieriPerPersonamezzaPensioneMax";"PrezziGiornalieriPerPersonapensioneCompletaMin";"PrezziGiornalieriPerPersonapensioneCompletaMax";"PrimaColazionenonPrevista";"PrimaColazionecompresa";"PrimaColazioneprezziitalianaMin";"PrimaColazioneitalianaMax";"RistorazionesoloOspiti";"RistorazioneancheClientelaEsterna";"RistorazionenumeroCoperti";"RistorazionepiattoUnico";"RistorazionecucinaCeliaca";"RistorazionemenFisso";"RistorazioneconSpecialitPiemontesi";"RistorazionecucinaVegetariana";"ScontiEPromozionigruppiOrganizzati";"ScontiEPromozionibambini";"ScontiEPromozioniguide";"ScontiEPromozionisettimaneBiancheVerdi";"ScontiEPromozionisociAssociazioni";"ModalitDiPagamentoobbligoCaparra";"ModalitDiPagamentobonifico";"ModalitDiPagamentoassegno";"ModalitDiPagamentocontanti";"DotazioniComunitelefonoUsoComune";"DotazioniComuniricetrasmittente";"DotazioniComunibar";"DotazioniComuniareaBarbecue";"DotazioniComuniareaPicNic";"DotazioniComuniradio";"DotazioniComunisalaSoggiornoLettura";"DotazioniComunilocaleAlimentiEBevande";"DotazioniComuniinternetPointgratis";"DotazioniComuniInternetPointPagam";"DotazioniComuniinternetCavoWiFigratis";"DotazioniComuniCavoWiFipagam";"DotazioniComuniterrazzo";"DotazioniComuniparcheggioRiservato";"DotazioniComunicucinaPerGruppiAutogest";"DotazioniComunistufaALegna";"DotazioniComunistufaAKerosene";"DotazioniComunicaminetto";"DotazioniComunifornellinoElettrico";"DotazioniComuniluceElettrica";"DotazioniComuniacquaCalda";"DotazioniComuniacquaAllesterno";"DotazioniComuniserviziIgeniciAllinterno";"DotazioniComuniserviziIgeniciAllesterno";"DotazioniComuniatterraggioElicottero";"DotazioniComunicassettaProntoSoccorso";"DotazioniDeiBivacchiacquaAllinterno";"DotazioniDeiBivacchiacquaAllesterno";"DotazioniDeiBivacchiserviziIgieniciInterni";"DotazioniDeiBivacchiserviziIgieniciEsterni";"DotazioniDeiBivacchiluceElettrica";"DotazioniDeiBivacchifornellinoElettrico";"DotazioniDeiBivacchirfDotazioniBivacchiCuscini";"DotazioniDeiBivacchirfDotazioniBivacchiCoperte";"DotazioniDelleCamereCameratelenzuola";"DotazioniDelleCamereCameratelenzuolaMonouso";"DotazioniDelleCamereCameratecoperte";"DotazioniDelleCamereCameratecuscini";"DotazioniDelleCamereCameratewc";"DotazioniDelleCamereCameratelavabo";"DotazioniDelleCamereCameratedoccia";"DotazioniDelleCamereCamerateteliSpugna";"ImpiantiSportiviESvagoescursioniNaturalistiche";"ImpiantiSportiviESvagoosservBotanicheENaturalist";"ImpiantiSportiviESvagokayak";"ImpiantiSportiviESvagorafting";"ImpiantiSportiviESvagocicloturismo";"ImpiantiSportiviESvagocanyoning";"ImpiantiSportiviESvagosciDaDiscesa";"ImpiantiSportiviESvagosciDiFondo";"ImpiantiSportiviESvagosciAlpinismo";"ImpiantiSportiviESvagofreeClimbing";"ImpiantiSportiviESvagopalestraRoccia";"ImpiantiSportiviESvagoalpinismo";"ImpiantiSportiviESvagoparapendio";"ImpiantiSportiviESvagospeleologia";"ImpiantiSportiviESvagogiochiDiSociet";"AttrezzatureAlpinistiEscursionisticorde";"AttrezzatureAlpinistiEscursionistimoschettoni";"AttrezzatureAlpinistiEscursionistiimbracature";"AttrezzatureAlpinistiEscursionisticaschetti";"AttrezzatureAlpinistiEscursionistibarelle";"AttrezzatureAlpinistiEscursionistislitteBob";"AttrezzatureAlpinistiEscursionistiramponiGhiaccio";"AttrezzatureAlpinistiEscursionistiracchetteDaNeve";"AttrezzatureAlpinistiEscursionistiattrezzatureSci";"AttrezzatureAlpinistiEscursionistisciDiFondo";"AttrezzatureAlpinistiEscursionistisciDaDiscesa";"AttrezzatureAlpinistiEscursionistisnowboard";"AttrezzatureAlpinistiEscursionistibastonciniPerFitwalking";"AttrezzatureAlpinistiEscursionistiattrezzaturaPerArrampicata";"AttrezzatureAlpinistiEscursionistikitViaFerrata";"AttrezzatureAlpinistiEscursionistimountainbike";"ServiziDisponibiliboxCavalli";"ServiziDisponibilielencoGuideAlpine";"ServiziDisponibilidepositoAttrSportive";"ServiziDisponibililocaleRicoveroBici";"ServiziDisponibilinoleggioBici"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"MARINELLI";"--";"";"";"0324/";"";"";"";"Bivacco Fisso";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"0";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"WENGWALD HUTTE";"Localita' Belvedere";"";"1914";"342 1691297";"";"valcot.rifugio@gmail.com";"www.wengwaldhutte.it";"Rifugio Alpino";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"SI";"NO";"NO";"SI";"NO";"";"1";"1";"12";"1";"1";"";"SI";"SI";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Alcuni";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"MACUGNAGA";"28876";"1327";"ZAMBONI ZAPPA";"--";"";"2070";"340 7977167";"";"";"www.rifugiozamboni.com";"Rifugio Alpino";"NO";"NO";"SI";"180";"3800m";"1000m";"50";"Domossola";"Domodossola";"80";"A26";"Arona";"180";"Malpensa";"NO";"";"";"";"";"SI";"NO";"NO";"NO";"NO";"8";"";"4";"36";"4";"12";"1";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"";"";"37";"47";"45";"55";"SI";"NO";"";"";"NO";"SI";"80";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"ORNAVASSO";"28877";"215";"BRUSA PERONA RENATO";"Localita' Alpe Cortevecchio";"";"1535";"0323 837051";"";"cai.gravellona@libero.it";"www.caigravellona.it";"Rifugio Alpino";"NO";"NO";"SI";"180";"10000m";"";"13";"Ornavasso";"Ornavasso";"16";"A26";"Ornavasso";"77";"Malpensa";"NO";"";"";"";"";"SI";"SI";"NO";"SI";"NO";"3";"1";"1";"20";"1";"3";"1";"SI";"SI";"SI";"NO";"2016";"12";"22";"12";"22";"";"";"12";"22";"10";"20";"31";"43";"";"";"SI";"NO";"6";"6";"NO";"SI";"";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"SAN BERNARDINO VERBANO";"28804";"304";"RIFUGIO FANTOLI";"LOCALITA ALPE OMPIO";"sn";"1000";"340 5783883";"";"info@rifugiofantoli.it";"www.rifugiofantoli.it";"Rifugio Alpino";"NO";"NO";"SI";"15";"";"";"12";"Verbania";"Verbania";"30";"A26";"Arona";"80";"Malpensa";"NO";"";"1";"1";"1";"SI";"NO";"NO";"SI";"NO";"";"1";"1";"18";"1";"1";"1";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Tutti";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"TRONTANO";"28859";"520";"PARPINASCA";"Via Parpinasca";"";"1210";"";"";"";"";"Rifugio Alpino";"NO";"NO";"SI";"";"";"";"7";"Trontano";"Trontano";"15";"A26";"Domodossola";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"1";"3";"2";"22";"6";"8";"4";"SI";"SI";"SI";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"VARZO";"28868";"568";"CITTA' DI ARONA";"Alpe Veglia";"";"1753";"324780837";"";"";"www.rifugiocaiveglia.it";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"SI";"";"";"";"";"NO";"SI";"NO";"NO";"NO";"19";"";"5";"68";"";"15";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL del Distretto Turistico dei Laghi";"VERBANO-CUSIO-OSSOLA";"VARZO";"28868";"568";"RIFUGIO 2000";"Localita' Ciamporino";"";"1936";"0324 72466";"";"rifugio2000@sandomenicoski.com";"www.rifugio2000.com";"Rifugio Alpino";"NO";"NO";"SI";"60";"600m";"10m";"15 km";"VARZO";"FS";"90 km";"A26";"ARONA";"115 km";"MALPENSA";"NO";"";"";"";"";"SI";"NO";"NO";"NO";"NO";"13";"";"4";"43";"8";"8";"4";"SI";"SI";"SI";"NO";"2016";"30";"40";"60";"80";"90";"120";"120";"160";"30";"40";"45";"55";"55";"65";"NO";"SI";"";"";"NO";"SI";"150";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Tutti";"SI";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"ALAGNA VALSESIA";"13021";"1191";"BARBA FERRERO";"Localita' Alpe Vigne";"";"2247";"3481415490";"";"info@rifugimonterosa.it";"www.rifugimonterosa.it";"Rifugio Alpino";"NO";"NO";"SI";"120";"";"";"";"";"";"60 km";"A26";"ROMAGNANO SESIA-GHEMME";"105 km";"MILANO MALPENSA";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"";"1";"";"12";"2";"2";"1";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"11";"22";"50";"61";"";"";"NO";"NO";"";"";"NO";"SI";"26";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"ALAGNA VALSESIA";"13021";"1191";"CAPANNA F.LLI GUGLIERMINA";"Base Punta Parrot";"";"3212";"16351530";"16354384";"info@caivarallo.it";"www.caivarallo.it";"Bivacco Fisso";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"12";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"ALAGNA VALSESIA";"13021";"1191";"CAPANNA LUIGINA RESEGOTTI";"Colle Signal";"";"3624";"16351530";"16354384";"info@caivarallo.it";"www.caivarallo.it";"Bivacco Fisso";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"16";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"ALAGNA VALSESIA";"13021";"1191";"CAPANNA LUIGI RAVELLI";"Laghetto Terrafrancia";"";"2503";"16351530";"16354384";"info@caivarallo.it";"www.caivarallo.it";"Bivacco Fisso";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"12";"1";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"BOCCIOLETO";"13022";"667";"ALPE SELLA ALTA";"Alpe Sella Alta";"";"2047";"16351530";"16354384";"info@caivarallo.it";"www.caivarallo.it";"Rifugio Escursionistico";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"12";"";"";"";"NO";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"BOCCIOLETO";"13022";"667";"LA BAITA ALPE SECCIO";"Alpe Seccio";"";"1409";"3464050369";"";"info@seccio.it";"www.seccio.it";"Rifugio Alpino";"NO";"NO";"SI";"60";"";"";"";"";"";"45 km";"A26";"ROMAGNANO SESIA-GHEMME";"80 km";"MILANO MALPENSA";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"3";"1";"17";"2";"3";"1";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"";"15";"35";"40";"45";"50";"NO";"SI";"";"";"NO";"SI";"40";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"CAMPERTOGNO";"13023";"815";"ALPE CAMPO";"Alpe Campo";"";"";"16351530";"16354384";"info@caivarallo.it";"www.caivarallo.it";"Rifugio Escursionistico";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"";"";"12";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2017";"ATL della Valsesia e di Vercelli";"VERCELLI";"PIODE";"13020";"752";"ALPE MEGGIANA";"Alpe Meggiana";"";"1560";"016377295   3482447729";"";"";"";"Rifugio Alpino";"NO";"NO";"SI";"5";"300";"";"";"";"";"60 km";"A26";"ROMAGNANO SESIA-GHEMME";"120km";"MILANO MALPENSA";"SI";"2";"4";"1";"1";"NO";"NO";"NO";"NO";"NO";"2";"";"1";"10";"1";"1";"1";"SI";"SI";"NO";"SI";"2016";"";"20";"";"";"";"";"";"";"";"20";"";"40";"";"50";"NO";"SI";"";"";"NO";"SI";"110";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
